Frame, Time, dT, U, U0, U1, U2, V, V0, V1, V2, T0, T1, T2, N, N0, N1, N2, mfp, mct, P0, P1, P2, P3, P4, P5, P6, P7, P8, P9, P10, P11, P12, P13, P14, P15, P16, P17, P18, P19
201,5.714799,0.026422,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.63531E+14,NaN,50000,0,50000,0,1.968885,1.022722,0,0,0,0,0,0,0.7078224,0,0,0,0.8026162,0.5484197,0.5223912,0.6612268,0,0,0,0,0.567937,0
202,5.740883,0.0260831,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.635309E+14,NaN,50000,0,50000,0,1.975908,1.026392,0,0,0,0,0,0,0.7322286,0,0,0,0.6123562,0.50062,0.6837808,0.6634129,0,0,0,0,0.5948692,0
203,5.767676,0.0267933,9977.602,0,9977.602,0,8000,4.000092,7996,0,NaN,9.635307E+14,NaN,50000,0,50000,0,1.985304,1.031206,0,0,0,0,0,0,0.5700995,0,0,0,0.3494304,0.4907331,0.538389,0.4915984,0,0,0,0,0.6611942,0
204,5.793563,0.0258872,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.63531E+14,NaN,50000,0,50000,0,1.995356,1.036359,0,0,0,0,0,0,0.673896,0,0,0,0.6652786,0.9133233,0.5865049,0.4489007,0,0,0,0,0.7849634,0
205,5.819577,0.0260142,9977.606,0,9977.606,0,8000,4.000092,7996,0,NaN,9.635312E+14,NaN,50000,0,50000,0,2.002743,1.040752,0,0,0,0,0,0,0.5908762,0,0,0,0.6602347,0.4361746,0.6818123,0.45711,0,0,0,0,0.8254653,0
206,5.845767,0.0261903,9977.608,0,9977.608,0,8000,4.000092,7996,0,NaN,9.635314E+14,NaN,50000,0,50000,0,2.009439,1.044972,0,0,0,0,0,0,0.7568097,0,0,0,0.3758682,0.4360078,0.6587517,0.505528,0,0,0,0,0.4875384,0
207,5.872115,0.0263474,9977.603,0,9977.603,0,8000,4.000092,7996,0,NaN,9.635308E+14,NaN,50000,0,50000,0,2.015944,1.048338,0,0,0,0,0,0,0.7376441,0,0,0,0.6728008,0.5965737,0.6405197,0.4370937,0,0,0,0,0.6075967,0
208,5.898559,0.0264434,9977.606,0,9977.606,0,8000,4.000092,7996,0,NaN,9.635312E+14,NaN,50000,0,50000,0,2.024556,1.052766,0,0,0,0,0,0,0.7363853,0,0,0,0.6174571,0.7273595,0.6553206,0.8258105,0,0,0,0,0.361178,0
209,5.925146,0.0265869,9977.607,0,9977.607,0,8000,4.000092,7996,0,NaN,9.635313E+14,NaN,50000,0,50000,0,2.031395,1.056793,0,0,0,0,0,0,0.3742786,0,0,0,0.6196579,0.5987783,0.4722859,0.4349832,0,0,0,0,0.6033404,0
210,5.951903,0.0267574,9977.602,0,9977.602,0,8000,4.000092,7996,0,NaN,9.635307E+14,NaN,50000,0,50000,0,2.039012,1.060889,0,0,0,0,0,0,0.5489028,0,0,0,0.4672951,0.7320835,0.5595362,0.7604414,0,0,0,0,0.5862594,0
211,5.977869,0.0259656,9977.603,0,9977.603,0,8000,4.000092,7996,0,NaN,9.635308E+14,NaN,50000,0,50000,0,2.049814,1.066926,0,0,0,0,0,0,0.3276289,0,0,0,0.4189009,0.5747749,0.3489042,0.3125198,0,0,0,0,0.8484848,0
212,6.004047,0.0261785,9977.604,0,9977.604,0,8000,4.000092,7996,0,NaN,9.635309E+14,NaN,50000,0,50000,0,2.055307,1.069562,0,0,0,0,0,0,0.5826127,0,0,0,0.699461,0.7502792,0.6488007,0.5547751,0,0,0,0,0.2635795,0
213,6.029997,0.0259503,9977.603,0,9977.603,0,8000,4.000092,7996,0,NaN,9.635308E+14,NaN,50000,0,50000,0,2.062332,1.073631,0,0,0,0,0,0,0.7285874,0,0,0,0.5475938,0.6552899,0.8757194,0.6220252,0,0,0,0,0.5161557,0
214,6.05616,0.026163,9977.595,0,9977.595,0,8000,4.000092,7996,0,NaN,9.635301E+14,NaN,50000,0,50000,0,2.069565,1.078111,0,0,0,0,0,0,0.5480966,0,0,0,0.644574,0.8101203,0.7859324,0.6291033,0,0,0,0,0.8409248,0
215,6.082887,0.026727,9977.592,0,9977.592,0,8000,4.000092,7996,0,NaN,9.635298E+14,NaN,50000,0,50000,0,2.075556,1.081598,0,0,0,0,0,0,0.5735226,0,0,0,0.412014,0.6019902,0.5528643,0.4780588,0,0,0,0,0.5939159,0
216,6.109341,0.0264537,9977.591,0,9977.591,0,8000,4.000092,7996,0,NaN,9.635297E+14,NaN,50000,0,50000,0,2.080815,1.084744,0,0,0,0,0,0,0.3855591,0,0,0,0.8717725,0.5876421,0.6938772,0.560916,0,0,0,0,0.461215,0
217,6.135841,0.0265,9977.589,0,9977.589,0,8000,4.000092,7996,0,NaN,9.635295E+14,NaN,50000,0,50000,0,2.08813,1.089,0,0,0,0,0,0,0.6532577,0,0,0,0.4089262,0.5367979,0.5408655,0.4620506,0,0,0,0,0.4603532,0
218,6.162581,0.0267402,9977.58,0,9977.58,0,8000,4.000092,7996,0,NaN,9.635287E+14,NaN,50000,0,50000,0,2.095477,1.093324,0,0,0,0,0,0,0.5724718,0,0,0,0.4072278,0.5416797,0.6209174,0.6817918,0,0,0,0,0.5199942,0
219,6.18946,0.0268789,9977.582,0,9977.582,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,2.103089,1.097793,0,0,0,0,0,0,0.4615404,0,0,0,0.4364118,0.6488551,0.48315,0.509262,0,0,0,0,0.4879106,0
220,6.216099,0.0266386,9977.586,0,9977.586,0,8000,4.000092,7996,0,NaN,9.635293E+14,NaN,50000,0,50000,0,2.109711,1.101579,0,0,0,0,0,0,0.7414348,0,0,0,0.4975259,0.4132886,0.5084879,0.5729302,0,0,0,0,0.5537205,0
221,6.242042,0.0259431,9977.58,0,9977.58,0,8000,4.000092,7996,0,NaN,9.635287E+14,NaN,50000,0,50000,0,2.118474,1.106338,0,0,0,0,0,0,0.5210925,0,0,0,0.5022044,0.4451983,0.5503543,0.5952103,0,0,0,0,0.5533737,0
222,6.268494,0.026452,9977.578,0,9977.578,0,8000,4.000092,7996,0,NaN,9.635285E+14,NaN,50000,0,50000,0,2.12583,1.110999,0,0,0,0,0,0,0.4387002,0,0,0,0.7502379,0.5649144,0.5363117,0.5277181,0,0,0,0,0.547318,0
223,6.294584,0.0260907,9977.585,0,9977.585,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,2.130235,1.11371,0,0,0,0,0,0,0.5552155,0,0,0,0.3378364,0.3529712,0.4133828,0.4828374,0,0,0,0,0.4471207,0
224,6.320673,0.0260893,9977.584,0,9977.584,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,2.137657,1.118249,0,0,0,0,0,0,0.3949322,0,0,0,0.3095214,0.7469324,0.657687,0.8260706,0,0,0,0,0.2914592,0
225,6.346821,0.0261475,9977.581,0,9977.581,0,8000,4.000092,7996,0,NaN,9.635288E+14,NaN,50000,0,50000,0,2.144424,1.122178,0,0,0,0,0,0,0.9663256,0,0,0,0.6538728,0.4936295,0.5774056,0.4242285,0,0,0,0,0.8337923,0
226,6.372987,0.0261655,9977.588,0,9977.588,0,8000,4.000092,7996,0,NaN,9.635294E+14,NaN,50000,0,50000,0,2.147506,1.124084,0,0,0,0,0,0,0.5777125,0,0,0,0.6887674,0.4184003,0.6585016,0.5856709,0,0,0,0,0.5193243,0
227,6.399453,0.0264666,9977.586,0,9977.586,0,8000,4.000092,7996,0,NaN,9.635293E+14,NaN,50000,0,50000,0,2.153631,1.127334,0,0,0,0,0,0,0.6482291,0,0,0,0.7408059,0.5744413,0.5012941,0.7096878,0,0,0,0,0.6053634,0
228,6.425815,0.0263612,9977.583,0,9977.583,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,2.158655,1.13046,0,0,0,0,0,0,0.47671,0,0,0,0.4397722,0.4886675,0.5954979,0.3939801,0,0,0,0,0.6180395,0
229,6.452409,0.0265943,9977.585,0,9977.585,0,8000,4.000092,7996,0,NaN,9.635291E+14,NaN,50000,0,50000,0,2.168515,1.135547,0,0,0,0,0,0,0.6965216,0,0,0,0.5927188,0.6904803,0.5614354,0.7839502,0,0,0,0,0.5060077,0
230,6.478283,0.0258746,9977.581,0,9977.581,0,8000,4.000092,7996,0,NaN,9.635288E+14,NaN,50000,0,50000,0,2.173784,1.138351,0,0,0,0,0,0,0.7453855,0,0,0,0.929947,0.6490014,0.4615819,0.7386491,0,0,0,0,0.7037194,0
231,6.504373,0.0260899,9977.581,0,9977.581,0,8000,4.000092,7996,0,NaN,9.635288E+14,NaN,50000,0,50000,0,2.179411,1.141509,0,0,0,0,0,0,0.416124,0,0,0,0.7617945,0.6110421,0.5359583,0.6200845,0,0,0,0,0.7079633,0
232,6.530524,0.0261504,9977.583,0,9977.583,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,2.186734,1.146204,0,0,0,0,0,0,0.628334,0,0,0,0.296779,0.3991899,0.46077,0.4883929,0,0,0,0,0.8135982,0
233,6.616018,0.0854946,9977.583,0,9977.583,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,2.193893,1.150329,0,0,0,0,0,0,0.2466639,0,0,0,0.2147419,0.2790361,0.2145938,0.2078557,0,0,0,0,0.249621,0
234,6.642256,0.0262374,9977.587,0,9977.587,0,8000,4.000092,7996,0,NaN,9.635293E+14,NaN,50000,0,50000,0,2.200812,1.1543,0,0,0,0,0,0,0.7945973,0,0,0,0.5056149,0.4809934,0.6272942,0.3945566,0,0,0,0,0.3810216,0
235,6.66857,0.0263145,9977.589,0,9977.589,0,8000,4.000092,7996,0,NaN,9.635295E+14,NaN,50000,0,50000,0,2.209067,1.15893,0,0,0,0,0,0,0.5440712,0,0,0,0.889895,0.5214351,0.5094726,0.7177237,0,0,0,0,0.7017167,0
236,6.694594,0.0260241,9977.581,0,9977.581,0,8000,4.000092,7996,0,NaN,9.635288E+14,NaN,50000,0,50000,0,2.211709,1.160517,0,0,0,0,0,0,0.8722796,0,0,0,0.5189587,0.8062699,0.721842,0.6755339,0,0,0,0,0.819185,0
237,6.721249,0.0266541,9977.574,0,9977.574,0,8000,4.000092,7996,0,NaN,9.635281E+14,NaN,50000,0,50000,0,2.218489,1.164689,0,0,0,0,0,0,0.7326214,0,0,0,0.5457941,0.5750557,0.4322548,0.657203,0,0,0,0,0.4431093,0
238,6.747577,0.0263289,9977.576,0,9977.576,0,8000,4.000092,7996,0,NaN,9.635283E+14,NaN,50000,0,50000,0,2.225513,1.168704,0,0,0,0,0,0,0.5502185,0,0,0,0.4480944,0.3935688,0.4491786,0.3004886,0,0,0,0,0.9422375,0
239,6.774316,0.0267383,9977.573,0,9977.573,0,8000,4.000092,7996,0,NaN,9.63528E+14,NaN,50000,0,50000,0,2.235485,1.174151,0,0,0,0,0,0,0.5015924,0,0,0,0.6865735,0.7062147,0.5264406,0.5272905,0,0,0,0,0.8740722,0
240,6.801043,0.0267272,9977.578,0,9977.578,0,8000,4.000092,7996,0,NaN,9.635285E+14,NaN,50000,0,50000,0,2.239703,1.177452,0,0,0,0,0,0,0.4323672,0,0,0,0.4746691,0.7516679,0.3613318,0.7511842,0,0,0,0,0.4502004,0
241,6.829377,0.0283341,9977.58,0,9977.58,0,8000,4.000092,7996,0,NaN,9.635287E+14,NaN,50000,0,50000,0,2.250342,1.183533,0,0,0,0,0,0,0.6865425,0,0,0,0.6918977,0.5175968,0.4326583,0.6324944,0,0,0,0,0.5888991,0
242,6.8566,0.0272235,9977.583,0,9977.583,0,8000,4.000092,7996,0,NaN,9.635289E+14,NaN,50000,0,50000,0,2.25475,1.186104,0,0,0,0,0,0,0.4501993,0,0,0,0.5573159,0.6534374,0.3405307,0.6015418,0,0,0,0,0.4247048,0
243,6.882939,0.0263391,9977.58,0,9977.58,0,8000,4.000092,7996,0,NaN,9.635287E+14,NaN,50000,0,50000,0,2.262929,1.190347,0,0,0,0,0,0,0.3827169,0,0,0,0.6659358,0.3997173,0.6987981,0.6554267,0,0,0,0,0.4170171,0
244,6.909112,0.0261723,9977.581,0,9977.581,0,8000,4.000092,7996,0,NaN,9.635288E+14,NaN,50000,0,50000,0,2.266254,1.19262,0,0,0,0,0,0,0.6792868,0,0,0,0.7350602,0.6719844,0.3757108,0.4337973,0,0,0,0,0.2492972,0
